Date/Time,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Wind Chill,Weather
2012-11-17 01:00:00,-1.3,-3.5,85,35.0,9,25.0,102.94,-5.0,Clear
2012-11-17 02:00:00,-2.4,-4.2,87,34.0,11,25.0,103.05,-6.0,Mainly Clear
2012-11-17 03:00:00,-2.0,-5.0,80,2.0,11,25.0,103.13,-6.0,Clear
2012-11-17 04:00:00,-3.1,-6.5,77,2.0,17,25.0,103.17,-9.0,Clear
2012-11-17 05:00:00,-2.2,-7.3,68,2.0,13,25.0,103.24,-7.0,Clear
2012-11-17 06:00:00,-2.6,-8.2,65,4.0,13,25.0,103.28,-7.0,Clear
2012-11-17 07:00:00,-3.2,-8.2,68,3.0,13,24.1,103.39,-8.0,Mainly Clear
2012-11-17 08:00:00,-2.7,-8.2,66,3.0,15,24.1,103.47,-8.0,Mainly Clear
2012-11-17 09:00:00,-2.1,-8.9,60,3.0,15,24.1,103.51,-7.0,Mainly Clear
2012-11-17 10:00:00,-1.0,-8.9,55,5.0,7,48.3,103.52,-4.0,Mostly Cloudy
2012-11-17 11:00:00,-0.1,-9.1,51,6.0,4,48.3,103.5,-1.0,Mostly Cloudy
2012-11-17 12:00:00,1.2,-9.0,46,11.0,4,48.3,103.47,,Mainly Clear
2012-11-17 13:00:00,2.3,-8.3,45,11.0,4,48.3,103.43,,Mainly Clear
2012-11-17 14:00:00,2.8,-7.4,47,33.0,6,48.3,103.43,,Mainly Clear
2012-11-17 15:00:00,2.4,-7.4,48,23.0,6,48.3,103.43,,Mainly Clear
2012-11-17 16:00:00,2.0,-7.3,50,27.0,4,48.3,103.46,,Mainly Clear
2012-11-17 17:00:00,0.9,-7.7,53,26.0,4,25.0,103.46,,Clear
2012-11-17 18:00:00,-1.7,-7.9,63,23.0,4,25.0,103.5,-3.0,Mainly Clear
2012-11-17 19:00:00,-2.1,-7.2,68,12.0,4,25.0,103.51,-4.0,Clear
2012-11-17 20:00:00,-0.1,-7.0,60,10.0,7,25.0,103.49,-3.0,Clear
2012-11-17 21:00:00,-1.4,-6.5,68,13.0,7,25.0,103.51,-4.0,Clear
2012-11-17 22:00:00,-1.0,-6.3,67,11.0,7,25.0,103.54,-4.0,Clear
2012-11-17 23:00:00,-1.3,-6.7,67,9.0,9,25.0,103.56,-5.0,Clear
2012-11-18 00:00:00,-1.6,-6.2,71,,0,25.0,103.58,,Clear
2012-11-18 01:00:00,-3.2,-6.9,76,,0,25.0,103.59,,Clear
2012-11-18 02:00:00,-4.6,-6.9,84,,0,25.0,103.63,,Clear
2012-11-18 03:00:00,-3.9,-6.1,85,1.0,7,25.0,103.61,-7.0,Clear
2012-11-18 04:00:00,-4.8,-6.9,85,1.0,7,25.0,103.59,-8.0,Clear
2012-11-18 05:00:00,-5.0,-7.4,83,2.0,7,25.0,103.61,-8.0,Clear
2012-11-18 06:00:00,-5.4,-7.4,86,1.0,9,25.0,103.59,-9.0,Mainly Clear
2012-11-18 07:00:00,-6.4,-8.4,86,1.0,9,24.1,103.63,-11.0,Mostly Cloudy
2012-11-18 08:00:00,-4.5,-6.4,87,2.0,7,24.1,103.65,-8.0,Cloudy
2012-11-18 09:00:00,-2.4,-5.4,80,1.0,9,24.1,103.65,-6.0,Cloudy
2012-11-18 10:00:00,-0.5,-6.8,62,2.0,7,24.1,103.65,-3.0,Mostly Cloudy
2012-11-18 11:00:00,1.9,-6.5,54,34.0,7,48.3,103.59,,Mostly Cloudy
2012-11-18 12:00:00,4.1,-10.1,35,19.0,4,48.3,103.51,,Mostly Cloudy
2012-11-18 13:00:00,4.0,-11.6,31,2.0,6,48.3,103.46,,Mostly Cloudy
2012-11-18 14:00:00,4.5,-10.6,32,36.0,7,48.3,103.39,,Mostly Cloudy
2012-11-18 15:00:00,4.5,-11.9,29,3.0,9,48.3,103.38,,Mostly Cloudy
2012-11-18 16:00:00,2.7,-9.3,41,3.0,9,24.1,103.36,,Mostly Cloudy
2012-11-18 17:00:00,1.5,-8.5,47,3.0,9,25.0,103.36,,Mostly Cloudy
2012-11-18 18:00:00,2.6,-7.5,47,6.0,9,25.0,103.36,,Mostly Cloudy
2012-11-18 19:00:00,1.1,-7.0,55,10.0,4,25.0,103.36,,Mostly Cloudy
2012-11-18 20:00:00,-1.8,-6.8,69,4.0,6,25.0,103.3,-4.0,Mostly Cloudy
2012-11-18 21:00:00,-0.6,-7.1,61,2.0,11,25.0,103.27,-4.0,Mainly Clear
2012-11-18 22:00:00,-1.3,-6.9,66,1.0,11,25.0,103.25,-5.0,Cloudy
2012-11-18 23:00:00,-2.1,-6.0,75,1.0,11,25.0,103.22,-6.0,Cloudy
2012-11-19 00:00:00,-1.8,-5.7,75,1.0,7,25.0,103.2,-4.0,Mostly Cloudy
2012-11-19 01:00:00,-2.4,-5.9,77,1.0,6,25.0,103.15,-5.0,Cloudy
2012-11-19 02:00:00,-3.1,-6.4,78,2.0,13,25.0,103.11,-8.0,Mostly Cloudy
2012-11-19 03:00:00,-3.6,-6.9,78,36.0,9,25.0,103.11,-7.0,Mostly Cloudy
2012-11-19 04:00:00,-3.7,-6.9,78,2.0,6,25.0,103.05,-6.0,Mostly Cloudy
2012-11-19 05:00:00,-4.0,-7.1,79,3.0,9,25.0,103.03,-8.0,Mainly Clear
2012-11-19 06:00:00,-4.3,-7.0,81,3.0,7,25.0,103.01,-7.0,Clear
2012-11-19 07:00:00,-4.6,-7.1,83,2.0,9,16.1,102.99,-8.0,Clear
2012-11-19 08:00:00,-2.8,-5.9,79,3.0,11,24.1,102.99,-7.0,Mainly Clear
2012-11-19 09:00:00,-0.5,-4.5,74,2.0,7,24.1,102.92,-3.0,Clear
2012-11-19 10:00:00,1.3,-3.4,71,1.0,7,19.3,102.9,,Mainly Clear
2012-11-19 11:00:00,2.4,-3.4,65,6.0,6,24.1,102.83,,Mainly Clear
2012-11-19 12:00:00,4.9,-2.7,58,24.0,4,24.1,102.72,,Clear
2012-11-19 13:00:00,4.9,-0.4,69,18.0,6,19.3,102.64,,Mainly Clear
2012-11-19 14:00:00,5.9,-0.9,62,13.0,6,19.3,102.54,,Mainly Clear
2012-11-19 15:00:00,6.2,-1.2,59,16.0,4,24.1,102.5,,Mainly Clear
2012-11-19 16:00:00,3.7,-2.0,66,17.0,6,24.1,102.45,,Mainly Clear
2012-11-19 17:00:00,3.0,-1.5,72,11.0,4,25.0,102.42,,Clear
2012-11-19 18:00:00,1.1,-1.9,80,8.0,4,19.3,102.39,,Mainly Clear
2012-11-19 19:00:00,0.1,-2.9,80,7.0,4,25.0,102.33,,Mainly Clear
2012-11-19 20:00:00,-1.4,-3.6,85,36.0,6,25.0,102.29,-4.0,Clear
2012-11-19 21:00:00,-2.5,-3.8,91,34.0,4,19.3,102.23,-4.0,Mainly Clear
2012-11-19 22:00:00,-3.3,-4.3,93,34.0,6,12.9,102.21,-6.0,Clear
2012-11-19 23:00:00,-0.7,-2.2,90,36.0,6,9.7,102.16,-3.0,Fog
2012-11-20 00:00:00,-3.3,-4.5,91,2.0,7,9.7,102.12,-6.0,Fog
2012-11-20 01:00:00,-3.6,-4.3,95,35.0,7,9.7,102.08,-7.0,Fog
2012-11-20 02:00:00,-1.8,-3.5,88,36.0,6,8.0,102.08,-4.0,Fog
2012-11-20 03:00:00,-3.6,-4.5,93,36.0,6,9.7,102.08,-6.0,Fog
2012-11-20 04:00:00,-2.9,-4.5,89,3.0,6,6.4,102.02,-5.0,Fog
2012-11-20 05:00:00,-2.9,-4.5,89,1.0,6,6.4,102.0,-5.0,Fog
2012-11-20 06:00:00,-2.9,-4.8,87,1.0,6,6.4,102.01,-5.0,Fog
2012-11-20 07:00:00,-3.4,-5.2,87,34.0,7,4.8,102.02,-6.0,Fog
2012-11-20 08:00:00,-2.0,-4.4,84,36.0,9,9.7,102.03,-5.0,Haze
2012-11-20 09:00:00,-0.7,-3.6,81,2.0,6,9.7,102.01,-3.0,Haze
2012-11-20 10:00:00,1.9,-1.9,76,2.0,9,12.9,102.0,,Mostly Cloudy
2012-11-20 11:00:00,3.0,-2.2,69,1.0,6,11.3,101.96,,Cloudy
2012-11-20 12:00:00,4.6,-1.9,63,4.0,2,11.3,101.88,,Cloudy
2012-11-20 13:00:00,5.5,-1.0,63,11.0,4,11.3,101.83,,Mostly Cloudy
2012-11-20 14:00:00,5.8,-1.6,59,1.0,6,12.9,101.77,,Mostly Cloudy
2012-11-20 15:00:00,5.9,-1.5,59,1.0,11,16.1,101.77,,Cloudy
2012-11-20 16:00:00,5.6,-1.6,60,3.0,6,16.1,101.78,,Cloudy
2012-11-20 17:00:00,4.2,-0.4,72,22.0,7,16.1,101.79,,Cloudy
2012-11-20 18:00:00,2.4,-0.9,79,26.0,6,19.3,101.82,,Mostly Cloudy
2012-11-20 19:00:00,1.9,-1.1,80,32.0,7,16.1,101.85,,Mostly Cloudy
2012-11-20 20:00:00,3.4,-2.0,68,36.0,9,19.3,101.86,,Mostly Cloudy
2012-11-20 21:00:00,1.9,-2.5,73,2.0,9,25.0,101.84,,Mostly Cloudy
2012-11-20 22:00:00,1.9,-2.3,74,2.0,7,25.0,101.81,,Mostly Cloudy
2012-11-20 23:00:00,2.0,-2.3,73,1.0,9,25.0,101.83,,Mostly Cloudy
2012-11-21 00:00:00,3.1,-2.1,69,5.0,6,25.0,101.8,,Mostly Cloudy
2012-11-21 01:00:00,0.6,-2.3,81,34.0,6,25.0,101.82,,Mostly Cloudy
2012-11-21 02:00:00,0.4,-2.5,81,1.0,7,25.0,101.82,,Mainly Clear
2012-11-21 03:00:00,-0.7,-3.3,83,35.0,9,25.0,101.83,-4.0,Mainly Clear
2012-11-21 04:00:00,-1.9,-3.7,87,34.0,9,25.0,101.85,-5.0,Mainly Clear
2012-11-21 05:00:00,-1.4,-3.4,86,35.0,11,25.0,101.86,-5.0,Mostly Cloudy
2012-11-21 06:00:00,-1.6,-3.6,86,2.0,4,12.9,101.92,-3.0,Mostly Cloudy
2012-11-21 07:00:00,-0.1,-2.8,82,34.0,11,9.7,102.0,-4.0,Haze
2012-11-21 08:00:00,0.4,-2.2,83,2.0,7,12.9,102.01,,Mostly Cloudy
2012-11-21 09:00:00,2.9,-1.6,72,4.0,7,16.1,102.01,,Mostly Cloudy
2012-11-21 10:00:00,5.2,-1.5,62,15.0,4,19.3,101.98,,Mainly Clear
2012-11-21 11:00:00,6.3,-0.3,63,18.0,4,19.3,101.93,,Mainly Clear
2012-11-21 12:00:00,7.2,-0.4,58,17.0,6,19.3,101.89,,Mainly Clear
2012-11-21 13:00:00,7.4,-0.6,57,20.0,7,19.3,101.89,,Mainly Clear
2012-11-21 14:00:00,8.3,-1.6,50,22.0,4,19.3,101.86,,Mainly Clear
2012-11-21 15:00:00,8.2,-2.1,48,15.0,4,19.3,101.87,,Mainly Clear
2012-11-21 16:00:00,5.5,-1.5,61,17.0,7,24.1,101.86,,Mainly Clear
2012-11-21 17:00:00,2.8,-2.0,71,22.0,7,25.0,101.85,,Mainly Clear
2012-11-21 18:00:00,2.1,-1.0,80,24.0,6,25.0,101.89,,Mainly Clear
2012-11-21 19:00:00,2.5,-0.8,79,21.0,4,25.0,101.89,,Mainly Clear
2012-11-21 20:00:00,1.4,-0.9,85,26.0,6,25.0,101.9,,Mostly Cloudy
2012-11-21 21:00:00,2.2,-0.5,82,21.0,6,25.0,101.88,,Mainly Clear
2012-11-21 22:00:00,0.9,-1.4,85,26.0,4,19.3,101.88,,Mostly Cloudy
2012-11-21 23:00:00,1.0,-0.7,88,23.0,4,19.3,101.86,,Mainly Clear
2012-11-22 00:00:00,1.3,0.4,94,14.0,4,16.1,101.87,,Mainly Clear
2012-11-22 01:00:00,1.5,0.6,94,18.0,6,16.1,101.83,,Clear
2012-11-22 02:00:00,1.3,-0.1,90,16.0,4,16.1,101.85,,Clear
2012-11-22 03:00:00,1.1,-0.9,86,22.0,4,16.1,101.86,,Clear
2012-11-22 04:00:00,-0.9,-2.3,90,24.0,4,12.9,101.84,-2.0,Clear
2012-11-22 05:00:00,-1.4,-3.3,87,18.0,6,16.1,101.85,-4.0,Clear
2012-11-22 06:00:00,-0.3,-2.6,84,17.0,9,19.3,101.84,-3.0,Clear
2012-11-22 07:00:00,0.8,-2.6,78,18.0,4,24.1,101.85,,Mainly Clear
2012-11-22 08:00:00,1.7,-1.9,77,2.0,4,24.1,101.87,,Mainly Clear
2012-11-22 09:00:00,3.3,-0.8,74,13.0,6,24.1,101.81,,Clear
2012-11-22 10:00:00,6.4,-1.2,58,,0,24.1,101.8,,Clear
2012-11-22 11:00:00,8.4,-0.8,52,17.0,6,24.1,101.72,,Mainly Clear
2012-11-22 12:00:00,10.8,-1.5,42,18.0,13,24.1,101.6,,Mainly Clear
2012-11-22 13:00:00,11.6,-3.2,35,21.0,13,24.1,101.52,,Mainly Clear
2012-11-22 14:00:00,12.1,-2.6,36,20.0,9,24.1,101.45,,Mainly Clear
2012-11-22 15:00:00,10.7,-1.2,44,17.0,15,24.1,101.39,,Mainly Clear
2012-11-22 16:00:00,9.2,0.4,54,15.0,15,24.1,101.37,,Mainly Clear
2012-11-22 17:00:00,7.1,0.1,61,15.0,15,25.0,101.35,,Mainly Clear
2012-11-22 18:00:00,6.9,0.5,64,15.0,15,25.0,101.34,,Mainly Clear
2012-11-22 19:00:00,6.3,0.6,67,22.0,6,25.0,101.3,,Mainly Clear
2012-11-22 20:00:00,5.9,0.4,68,17.0,7,25.0,101.28,,Mainly Clear
2012-11-22 21:00:00,5.6,0.8,71,16.0,17,25.0,101.24,,Mainly Clear
2012-11-22 22:00:00,3.4,-0.9,73,15.0,13,25.0,101.16,,Mainly Clear
2012-11-22 23:00:00,4.4,-1.3,66,17.0,11,25.0,101.11,,Mainly Clear
2012-11-23 00:00:00,4.5,-1.5,65,16.0,15,25.0,101.06,,Clear
2012-11-23 01:00:00,2.7,-1.0,77,17.0,17,25.0,100.96,,Mainly Clear
2012-11-23 02:00:00,2.6,-1.3,75,17.0,11,25.0,100.96,,Mainly Clear
2012-11-23 03:00:00,2.8,-2.2,70,12.0,6,25.0,100.9,,Mainly Clear
2012-11-23 04:00:00,1.2,-2.5,76,14.0,11,25.0,100.79,,Mainly Clear
2012-11-23 05:00:00,2.5,-2.4,70,15.0,11,25.0,100.69,,Mostly Cloudy
2012-11-23 06:00:00,3.7,-2.1,66,13.0,13,25.0,100.61,,Mostly Cloudy
2012-11-23 07:00:00,4.1,-1.5,67,14.0,13,48.3,100.54,,Mostly Cloudy
2012-11-23 08:00:00,4.3,-1.1,68,14.0,17,48.3,100.47,,Cloudy
2012-11-23 09:00:00,6.2,-1.2,59,15.0,20,48.3,100.34,,Mostly Cloudy
2012-11-23 10:00:00,8.2,0.3,57,14.0,17,24.1,100.25,,Mostly Cloudy
2012-11-23 11:00:00,10.4,0.4,50,15.0,24,24.1,100.11,,Mostly Cloudy
2012-11-23 12:00:00,12.1,1.5,48,14.0,22,24.1,99.93,,Mostly Cloudy
2012-11-23 13:00:00,10.9,1.3,51,14.0,24,48.3,99.8,,Cloudy
2012-11-23 14:00:00,10.4,1.5,54,14.0,24,48.3,99.71,,Cloudy
2012-11-23 15:00:00,10.4,2.5,58,21.0,17,16.1,99.79,,Rain
2012-11-23 16:00:00,9.2,6.4,83,23.0,30,12.9,99.83,,Rain
2012-11-23 17:00:00,8.8,6.8,87,21.0,22,16.1,99.78,,Rain
2012-11-23 18:00:00,8.6,7.0,90,19.0,19,25.0,99.73,,Cloudy
2012-11-23 19:00:00,8.7,6.6,87,19.0,20,25.0,99.7,,Mostly Cloudy
2012-11-23 20:00:00,10.0,5.4,73,22.0,39,25.0,99.71,,Cloudy
2012-11-23 21:00:00,9.3,4.1,70,23.0,39,25.0,99.72,,Cloudy
2012-11-23 22:00:00,8.6,3.0,68,23.0,26,25.0,99.7,,Rain Showers
2012-11-23 23:00:00,7.9,1.6,64,23.0,26,25.0,99.65,,Cloudy
2012-11-24 00:00:00,7.5,0.4,61,23.0,19,25.0,99.59,,Cloudy
2012-11-24 01:00:00,5.3,2.3,81,24.0,32,25.0,99.6,,Rain Showers
2012-11-24 02:00:00,5.1,2.1,81,23.0,30,25.0,99.61,,Rain Showers
2012-11-24 03:00:00,4.6,-0.6,69,22.0,28,25.0,99.59,,Cloudy
2012-11-24 04:00:00,4.1,-2.2,63,22.0,37,25.0,99.56,,Mostly Cloudy
2012-11-24 05:00:00,3.0,-1.9,70,22.0,35,25.0,99.57,,Mainly Clear
2012-11-24 06:00:00,2.8,-1.8,72,22.0,28,25.0,99.58,,Mostly Cloudy
2012-11-24 07:00:00,2.6,-1.7,73,23.0,32,25.0,99.54,,Mostly Cloudy
2012-11-24 08:00:00,2.2,-2.0,74,24.0,30,25.0,99.57,,Mostly Cloudy
2012-11-24 09:00:00,1.6,-0.9,83,24.0,33,24.1,99.58,,Rain Showers
2012-11-24 10:00:00,1.8,-2.5,73,25.0,30,24.1,99.62,,Snow Showers
2012-11-24 11:00:00,1.6,-3.7,68,25.0,33,24.1,99.6,,Snow Showers
2012-11-24 12:00:00,1.8,-5.0,61,27.0,30,24.1,99.6,,Snow Showers
2012-11-24 13:00:00,1.5,-7.4,52,27.0,37,24.1,99.64,,Cloudy
2012-11-24 14:00:00,1.3,-6.3,57,26.0,39,24.1,99.65,,Mostly Cloudy
2012-11-24 15:00:00,0.7,-6.4,59,28.0,35,2.4,99.7,,Snow Pellets
2012-11-24 16:00:00,-0.5,-5.1,71,27.0,28,24.1,99.74,-7.0,Mostly Cloudy
2012-11-24 17:00:00,-0.6,-5.3,70,29.0,37,12.9,99.81,-8.0,Snow Showers
2012-11-24 18:00:00,-0.4,-5.5,68,27.0,28,25.0,99.85,-7.0,Snow Showers
2012-11-24 19:00:00,-0.9,-5.0,74,27.0,22,19.3,99.9,-7.0,Snow Showers
2012-11-24 20:00:00,-0.9,-5.8,69,27.0,32,25.0,99.92,-8.0,Cloudy
2012-11-24 21:00:00,-1.5,-7.8,62,28.0,28,25.0,99.96,-8.0,Mostly Cloudy
2012-11-24 22:00:00,-1.8,-8.3,61,28.0,24,25.0,100.0,-8.0,Mostly Cloudy
2012-11-24 23:00:00,-2.1,-8.8,60,28.0,32,25.0,100.0,-9.0,Mostly Cloudy
2012-11-25 00:00:00,-2.6,-9.0,61,27.0,30,25.0,100.04,-10.0,Mostly Cloudy
2012-11-25 01:00:00,-2.9,-9.3,61,27.0,26,25.0,100.08,-10.0,Mainly Clear
2012-11-25 02:00:00,-3.3,-9.4,63,28.0,33,25.0,100.15,-11.0,Clear
2012-11-25 03:00:00,-3.6,-9.8,62,27.0,26,25.0,100.19,-11.0,Mainly Clear
2012-11-25 04:00:00,-4.1,-9.3,67,27.0,30,25.0,100.2,-12.0,Mainly Clear
2012-11-25 05:00:00,-4.3,-10.0,64,27.0,32,25.0,100.25,-12.0,Mainly Clear
2012-11-25 06:00:00,-4.3,-9.7,66,28.0,28,25.0,100.26,-12.0,Mainly Clear
2012-11-25 07:00:00,-4.8,-9.5,70,27.0,26,25.0,100.27,-12.0,Mainly Clear
2012-11-25 08:00:00,-4.3,-9.4,68,27.0,24,24.1,100.3,-11.0,Mainly Clear
2012-11-25 09:00:00,-3.8,-9.4,65,26.0,33,24.1,100.33,-12.0,Mainly Clear
2012-11-25 10:00:00,-3.0,-9.5,61,26.0,32,48.3,100.33,-11.0,Mostly Cloudy
2012-11-25 11:00:00,-2.9,-9.6,60,26.0,35,48.3,100.28,-11.0,Snow Showers
2012-11-25 12:00:00,-2.5,-9.9,57,28.0,33,48.3,100.21,-10.0,Cloudy
2012-11-25 13:00:00,-2.1,-9.9,55,26.0,32,48.3,100.19,-9.0,Cloudy
2012-11-25 14:00:00,-1.8,-10.3,52,27.0,30,48.3,100.22,-9.0,Mostly Cloudy
2012-11-25 15:00:00,-1.8,-10.9,50,25.0,28,48.3,100.22,-9.0,Mostly Cloudy
2012-11-25 16:00:00,-2.1,-10.9,51,26.0,24,48.3,100.24,-8.0,Mostly Cloudy
2012-11-25 17:00:00,-3.1,-11.8,51,25.0,24,25.0,100.27,-10.0,Clear
2012-11-25 18:00:00,-3.4,-11.5,53,25.0,20,25.0,100.35,-10.0,Clear
2012-11-25 19:00:00,-3.7,-11.0,57,26.0,22,25.0,100.39,-10.0,Clear
2012-11-25 20:00:00,-3.7,-10.7,58,27.0,17,25.0,100.42,-9.0,Mostly Cloudy
2012-11-25 21:00:00,-3.4,-10.3,59,27.0,15,25.0,100.46,-9.0,Mostly Cloudy
2012-11-25 22:00:00,-3.6,-10.3,60,27.0,13,25.0,100.47,-8.0,Mostly Cloudy
2012-11-25 23:00:00,-4.2,-10.5,61,29.0,15,25.0,100.5,-10.0,Mostly Cloudy
2012-11-26 00:00:00,-4.9,-10.1,67,27.0,9,25.0,100.52,-9.0,Mostly Cloudy
2012-11-26 01:00:00,-6.5,-10.6,73,28.0,7,25.0,100.53,-10.0,Mainly Clear
2012-11-26 02:00:00,-5.0,-10.0,68,22.0,7,25.0,100.57,-8.0,Mainly Clear
2012-11-26 03:00:00,-4.5,-9.3,69,25.0,7,25.0,100.62,-8.0,Cloudy
2012-11-26 04:00:00,-4.3,-9.3,68,24.0,9,25.0,100.66,-8.0,Cloudy
2012-11-26 05:00:00,-4.3,-10.4,62,30.0,13,25.0,100.72,-9.0,Cloudy
2012-11-26 06:00:00,-4.5,-10.9,61,32.0,11,25.0,100.77,-9.0,Cloudy
2012-11-26 07:00:00,-4.7,-10.5,64,30.0,11,25.0,100.9,-9.0,Cloudy
2012-11-26 08:00:00,-5.5,-10.6,67,28.0,19,24.1,101.03,-12.0,Mainly Clear
2012-11-26 09:00:00,-4.2,-11.0,59,27.0,17,48.3,101.14,-10.0,Mainly Clear
2012-11-26 10:00:00,-3.4,-11.3,54,28.0,19,48.3,101.25,-9.0,Clear
2012-11-26 11:00:00,-2.5,-10.9,52,27.0,22,48.3,101.3,-9.0,Clear
2012-11-26 12:00:00,-1.3,-10.6,49,27.0,24,48.3,101.33,-7.0,Mainly Clear
2012-11-26 13:00:00,-1.0,-10.6,48,27.0,24,48.3,101.34,-7.0,Clear
2012-11-26 14:00:00,-0.8,-11.3,45,27.0,24,48.3,101.38,-7.0,Clear
2012-11-26 15:00:00,-0.9,-9.9,50,25.0,26,48.3,101.48,-7.0,Clear
2012-11-26 16:00:00,-1.8,-9.0,58,23.0,24,48.3,101.56,-8.0,Clear
2012-11-26 17:00:00,-3.0,-9.5,61,24.0,20,25.0,101.67,-9.0,Clear
2012-11-26 18:00:00,-3.4,-9.5,63,25.0,20,25.0,101.75,-10.0,Clear
2012-11-26 19:00:00,-3.8,-10.0,62,25.0,15,25.0,101.81,-9.0,Clear
2012-11-26 20:00:00,-4.6,-10.0,66,26.0,13,25.0,101.85,-10.0,Clear
2012-11-26 21:00:00,-7.3,-10.3,79,28.0,7,25.0,101.87,-11.0,Clear
2012-11-26 22:00:00,-5.4,-9.6,72,,0,25.0,101.9,,Clear
2012-11-26 23:00:00,-5.8,-9.7,74,26.0,4,25.0,101.94,-8.0,Clear
2012-11-27 00:00:00,-7.4,-9.9,82,34.0,4,25.0,101.97,-9.0,Clear
2012-11-27 01:00:00,-9.0,-11.0,85,30.0,4,25.0,101.98,-11.0,Clear
2012-11-27 02:00:00,-7.0,-9.3,84,35.0,4,25.0,102.04,-9.0,Mainly Clear
2012-11-27 03:00:00,-6.1,-8.5,83,2.0,7,25.0,102.03,-9.0,Cloudy
2012-11-27 04:00:00,-4.8,-8.1,78,3.0,7,25.0,102.01,-8.0,Cloudy
2012-11-27 05:00:00,-4.4,-9.0,70,4.0,7,25.0,102.02,-8.0,Cloudy
2012-11-27 06:00:00,-4.4,-8.7,72,3.0,6,25.0,102.04,-7.0,Cloudy
2012-11-27 07:00:00,-4.4,-8.8,71,10.0,9,24.1,102.05,-8.0,Mostly Cloudy
2012-11-27 08:00:00,-5.2,-8.4,78,35.0,9,24.1,102.15,-9.0,Mostly Cloudy
2012-11-27 09:00:00,-4.3,-8.6,72,1.0,9,24.1,102.13,-8.0,Mostly Cloudy
2012-11-27 10:00:00,-3.1,-7.8,70,34.0,9,24.1,102.2,-7.0,Mostly Cloudy
2012-11-27 11:00:00,-2.4,-7.8,66,34.0,6,24.1,102.2,-5.0,Mostly Cloudy
2012-11-27 12:00:00,-0.7,-7.4,60,11.0,4,24.1,102.16,-2.0,Mainly Clear
2012-11-27 13:00:00,0.3,-7.2,57,28.0,7,24.1,102.12,,Mainly Clear
2012-11-27 14:00:00,0.5,-6.9,58,21.0,6,24.1,102.08,,Mainly Clear
2012-11-27 15:00:00,0.4,-6.8,58,20.0,7,24.1,102.07,,Mainly Clear
2012-11-27 16:00:00,-0.5,-6.9,62,20.0,7,24.1,102.08,-3.0,Clear
2012-11-27 17:00:00,-2.2,-7.0,70,23.0,6,25.0,102.09,-5.0,Clear
2012-11-27 18:00:00,-2.8,-7.0,73,23.0,4,25.0,102.15,-4.0,Clear
2012-11-27 19:00:00,-2.8,-6.7,74,25.0,6,25.0,102.16,-5.0,Clear
2012-11-27 20:00:00,-4.5,-7.5,80,34.0,6,25.0,102.14,-7.0,Clear
2012-11-27 21:00:00,-3.0,-6.5,77,12.0,7,25.0,102.13,-6.0,Mainly Clear
2012-11-27 22:00:00,-3.4,-6.0,82,13.0,7,25.0,102.1,-6.0,Mostly Cloudy
2012-11-27 23:00:00,-3.8,-6.5,81,13.0,7,25.0,102.07,-7.0,Mostly Cloudy
2012-11-28 00:00:00,-3.8,-6.2,83,12.0,7,25.0,102.03,-7.0,Mainly Clear
2012-11-28 01:00:00,-4.0,-6.0,86,13.0,6,25.0,101.99,-7.0,Mainly Clear
2012-11-28 02:00:00,-3.6,-6.1,83,3.0,4,25.0,101.99,-5.0,Mostly Cloudy
2012-11-28 03:00:00,-3.4,-5.9,83,10.0,11,25.0,101.96,-8.0,Mostly Cloudy
2012-11-28 04:00:00,-3.4,-5.5,85,6.0,4,25.0,101.93,-5.0,Mostly Cloudy
2012-11-28 05:00:00,-3.2,-5.0,87,14.0,7,25.0,101.92,-6.0,Cloudy
2012-11-28 06:00:00,-3.4,-5.2,87,14.0,11,25.0,101.89,-8.0,Cloudy
2012-11-28 07:00:00,-3.1,-5.3,85,12.0,9,24.1,101.86,-7.0,Cloudy
2012-11-28 08:00:00,-3.1,-5.0,87,32.0,4,24.1,101.85,-5.0,Cloudy
2012-11-28 09:00:00,-1.1,-3.4,84,13.0,6,24.1,101.79,-3.0,Mostly Cloudy
2012-11-28 10:00:00,0.0,-4.1,74,22.0,4,24.1,101.76,-1.0,Mostly Cloudy
2012-11-28 11:00:00,0.5,-4.2,71,13.0,6,24.1,101.66,,Cloudy
2012-11-28 12:00:00,1.0,-6.4,58,21.0,9,24.1,101.55,,Cloudy
2012-11-28 13:00:00,1.8,-4.3,64,21.0,20,19.3,101.47,,Cloudy
2012-11-28 14:00:00,0.7,-1.3,86,21.0,19,3.2,101.42,,Snow Showers
2012-11-28 15:00:00,0.0,-0.8,94,17.0,15,2.4,101.37,-4.0,Snow Showers
2012-11-28 16:00:00,0.6,-0.9,90,21.0,20,6.4,101.37,,Snow Showers
2012-11-28 17:00:00,0.4,-0.7,92,20.0,22,4.8,101.36,,Snow
2012-11-28 18:00:00,0.8,-0.6,90,22.0,24,8.0,101.35,,Snow
2012-11-28 19:00:00,1.0,-0.7,88,23.0,22,12.9,101.35,,Snow Showers
2012-11-28 20:00:00,0.9,-0.9,88,24.0,20,16.1,101.36,,Snow Showers
2012-11-28 21:00:00,0.4,-1.9,85,26.0,24,16.1,101.38,,Snow Showers
2012-11-28 22:00:00,-0.7,-6.1,67,27.0,30,25.0,101.45,-7.0,Mostly Cloudy
